1 1
2 2
3 3
4 3
30 3
23 4
25 2
5 3
28 2
6 3
17 2
26 3
16 3
22 3
24 1
27 3
7 3
8 1
9 3
14 3
15 3
10 3
11 1
13 3
12 2
19 3
18 1
29 3
20 1
21 3
